free  energy   TOTEN,energy  without entropy,energy(sigma->0),kin. lattice  EKIN_LAT,nose potential ES,nose kinetic   EPS,total energy   ETOTAL,(temperature
-917.44090541,-917.46506799,-917.44895961,0.0,-8.342546,0.054232,-917.010515,630.38
-917.41321004,-917.4373564,-917.42125882,0.0,-8.424722,0.032222,-917.010564,635.91
-917.3776546,-917.40188078,-917.38573,0.0,-8.485286,0.01548,-917.010612,638.92
-917.333928,-917.35832738,-917.34206112,0.0,-8.523758,0.004712,-917.010513,639.33
-917.28221234,-917.30688751,-917.2904374,0.0,-8.540074,0.000175,-917.010321,637.11
-917.22303724,-917.24810466,-917.23139305,0.0,-8.534587,0.001663,-917.010162,632.34
-917.15705847,-917.18264451,-917.16558715,0.0,-8.508052,0.008535,-917.009995,625.16
-917.08500367,-917.1112312,-917.09374618,0.0,-8.46161,0.019791,-917.009787,615.8
-917.00757754,-917.03454732,-917.01656746,0.0,-8.396746,0.034161,-917.009487,604.49
-916.92582169,-916.95359398,-916.93507912,0.0,-8.315255,0.050229,-917.009205,591.55
-916.84065237,-916.86923065,-916.85017847,0.0,-8.219192,0.06654,-917.00894,577.28
-916.75310439,-916.78242756,-916.76287878,0.0,-8.110822,0.081727,-917.008663,562.04
-916.66432284,-916.6942658,-916.67430382,0.0,-7.992565,0.0946,-917.008476,546.15
-916.57535323,-916.6057351,-916.58548052,0.0,-7.866943,0.104225,-917.008248,529.96
-916.48738943,-916.51799162,-916.49759016,0.0,-7.736528,0.109975,-917.008092,513.77
-916.40146234,-916.43204164,-916.41165544,0.0,-7.603891,0.111547,-917.007921,497.86
-916.31866198,-916.34899416,-916.3287727,0.0,-7.471559,0.108965,-917.007718,482.51
-916.24007522,-916.26995184,-916.2500341,0.0,-7.341969,0.102543,-917.007579,467.93
-916.16656558,-916.19582045,-916.17631721,0.0,-7.217437,0.092852,-917.007483,454.32
-916.098701,-916.12722251,-916.10820817,0.0,-7.100124,0.080652,-917.00741,441.82
-916.03706182,-916.06479949,-916.04630771,0.0,-6.992018,0.066832,-917.007337,430.55
-915.98229188,-916.0092577,-915.99128049,0.0,-6.894907,0.052355,-917.007256,420.62
-915.93488938,-915.96115443,-915.9436444,0.0,-6.810369,0.038191,-917.007175,412.11
-915.8951908,-915.92088442,-915.90375534,0.0,-6.739755,0.02526,-917.007093,405.08
-915.86351131,-915.888798,-915.87194021,0.0,-6.684185,0.014385,-917.006994,399.56
-915.84036675,-915.86544818,-915.84872722,0.0,-6.644532,0.006249,-917.006999,395.61
-915.82592295,-915.85102192,-915.83428927,0.0,-6.621427,0.001362,-917.006987,393.25
-915.82011729,-915.84549272,-915.82857577,0.0,-6.615242,3.4e-05,-917.006901,392.49
-915.82297684,-915.84888762,-915.83161377,0.0,-6.626102,0.002364,-917.006815,393.31
-915.83433032,-915.86104113,-915.84323392,0.0,-6.653872,0.008233,-917.006741,395.72
-915.85371327,-915.88148797,-915.86297151,0.0,-6.698171,0.017311,-917.006569,399.68
-915.88103244,-915.91013801,-915.8907343,0.0,-6.758369,0.029078,-917.006475,405.17
-915.91590417,-915.94655927,-915.92612254,0.0,-6.833596,0.042844,-917.006399,412.14
-915.95786054,-915.99029123,-915.96867077,0.0,-6.922744,0.057783,-917.00627,420.55
-916.00649034,-916.0408471,-916.0179426,0.0,-7.024476,0.072978,-917.006186,430.33
-916.06120743,-916.09758435,-916.07333307,0.0,-7.137241,0.087464,-917.00612,441.39
-916.12124053,-916.15965588,-916.13404565,0.0,-7.259279,0.100288,-917.006051,453.63
-916.18577452,-916.22613626,-916.19922843,0.0,-7.388647,0.110572,-917.006039,466.91
-916.25380201,-916.2959487,-916.26785091,0.0,-7.523235,0.117567,-917.00597,481.06
-916.32455942,-916.3682403,-916.33911972,0.0,-7.660796,0.120717,-917.005972,495.89
-916.39713382,-916.44203666,-916.41210144,0.0,-7.798974,0.119701,-917.006012,511.2
-916.47049108,-916.51627142,-916.48575119,0.0,-7.935339,0.114475,-917.00607,526.74
-916.543682,-916.58999718,-916.55912039,0.0,-8.067422,0.105296,-917.006157,542.24
-916.6158298,-916.66237034,-916.63134332,0.0,-8.192763,0.092723,-917.006281,557.42
-916.68603652,-916.73255091,-916.70154132,0.0,-8.308951,0.077597,-917.006379,571.98
-916.75348182,-916.7997886,-916.76891741,0.0,-8.413674,0.060994,-917.006426,585.63
-916.81742314,-916.86340725,-916.83275118,0.0,-8.504766,0.044165,-917.006539,598.04
-916.87697064,-916.92256498,-916.89216876,0.0,-8.580254,0.028449,-917.006628,608.94
-916.93147683,-916.97660698,-916.94652021,0.0,-8.63841,0.015172,-917.00672,618.04
-916.98037358,-917.02496991,-916.99523902,0.0,-8.677789,0.005541,-917.006744,625.11
-917.02344858,-917.06740849,-917.03810189,0.0,-8.697267,0.000543,-917.006826,629.99
-917.06031907,-917.10349696,-917.0747117,0.0,-8.69607,0.000859,-917.006787,632.55
-917.09095036,-917.1331644,-917.1050217,0.0,-8.673792,0.006804,-917.00665,632.73
-917.11547985,-917.15652911,-917.12916294,0.0,-8.630404,0.018293,-917.006502,630.55
-917.13401518,-917.17370219,-917.14724418,0.0,-8.566252,0.034851,-917.006289,626.07
-917.14679576,-917.18495185,-917.15951445,0.0,-8.482047,0.05564,-917.006039,619.42
-917.15442181,-917.1909338,-917.16659247,0.0,-8.378845,0.079533,-917.005788,610.8
-917.15769554,-917.19253487,-917.16930865,0.0,-8.258015,0.105201,-917.005498,600.47
-917.15717583,-917.19039343,-917.16824837,0.0,-8.121197,0.131223,-917.005173,588.68
-917.15352473,-917.18526835,-917.16410594,0.0,-7.970263,0.156172,-917.004902,575.72
-917.14743322,-917.17791658,-917.15759434,0.0,-7.807271,0.178725,-917.004543,561.89
-917.13997786,-917.16955846,-917.14983806,0.0,-7.634416,0.197739,-917.004339,547.49
-917.13203466,-917.16105265,-917.14170732,0.0,-7.453985,0.212316,-917.00413,532.83
-917.12465921,-917.15354957,-917.13428933,0.0,-7.268307,0.221855,-917.003987,518.2
-917.11852045,-917.14769587,-917.12824559,0.0,-7.079704,0.226051,-917.003818,503.83
-917.11449652,-917.14431599,-917.12443634,0.0,-6.890461,0.224896,-917.003695,489.94
-917.11329954,-917.14405298,-917.12355068,0.0,-6.702782,0.21865,-917.003554,476.75
-917.11566058,-917.14757779,-917.12629965,0.0,-6.518762,0.207814,-917.003419,464.41
-917.12233249,-917.1555465,-917.13340383,0.0,-6.340362,0.19307,-917.003338,453.06
-917.13389813,-917.16843401,-917.14541009,0.0,-6.169385,0.175242,-917.003247,442.83
-917.1509988,-917.18678308,-917.16292689,0.0,-6.007455,0.155232,-917.003194,433.81
-917.17416125,-917.21103314,-917.18645188,0.0,-5.856006,0.133974,-917.003165,426.08
-917.20383146,-917.24155946,-917.21640746,0.0,-5.716266,0.11238,-917.003059,419.69
-917.24058387,-917.27888385,-917.25335053,0.0,-5.589251,0.091305,-917.002975,414.69
-917.28460791,-917.32318032,-917.29746538,0.0,-5.475756,0.071497,-917.002919,411.1
-917.3360615,-917.37458999,-917.34890433,0.0,-5.376349,0.053576,-917.002816,408.94
-917.39532777,-917.43351733,-917.40805762,0.0,-5.291375,0.03801,-917.002761,408.21
-917.46225719,-917.49984463,-917.47478634,0.0,-5.22095,0.025107,-917.002576,408.9
-917.53706419,-917.57382923,-917.54931921,0.0,-5.164964,0.015007,-917.00249,411.0
-917.619593,-917.65536236,-917.63151612,0.0,-5.123084,0.007685,-917.002371,414.48
-917.70973833,-917.74435708,-917.72127791,0.0,-5.094757,0.002969,-917.002281,419.3
-917.80730058,-917.84071269,-917.81843795,0.0,-5.07922,0.000552,-917.002175,425.41
-917.91203151,-917.94425907,-917.92277403,0.0,-5.075501,2.3e-05,-917.00207,432.76
-918.02341877,-918.05452009,-918.03378588,0.0,-5.082432,0.000898,-917.001923,441.26
-918.14099175,-918.17103153,-918.15100501,0.0,-5.098665,0.002652,-917.001725,450.82
-918.26421621,-918.29330977,-918.27391406,0.0,-5.122679,0.004763,-917.00158,461.33
-918.39229031,-918.42083147,-918.40180403,0.0,-5.152807,0.006753,-917.001445,472.63
-918.5244562,-918.55268241,-918.53386494,0.0,-5.187254,0.008224,-917.001357,484.58
-918.65989305,-918.68829402,-918.66936004,0.0,-5.224122,0.008898,-917.001265,496.99
-918.79788718,-918.82693804,-918.8075708,0.0,-5.261441,0.008639,-917.001254,509.69
-918.93717653,-918.96732539,-918.94722615,0.0,-5.297194,0.007478,-917.001263,522.43
-919.07675414,-919.10843798,-919.08731542,0.0,-5.329359,0.005616,-917.001369,534.97
-919.21539997,-919.24900617,-919.22660203,0.0,-5.355943,0.003419,-917.001356,547.08
-919.35202487,-919.38787628,-919.36397534,0.0,-5.375026,0.001391,-917.001407,558.48
-919.485275,-919.5236355,-919.49806183,0.0,-5.384797,0.000138,-917.001478,568.9
-919.61397674,-919.6550624,-919.62767196,0.0,-5.383601,0.000315,-917.001486,578.11
-919.73704969,-919.78101494,-919.75170478,0.0,-5.369977,0.002563,-917.001377,585.87
-919.85364934,-919.90060373,-919.8693008,0.0,-5.342693,0.007446,-917.001321,591.98
-919.9626383,-920.01263879,-919.97930513,0.0,-5.30078,0.015386,-917.001152,596.26
-920.06335063,-920.11639236,-920.08103121,0.0,-5.243558,0.026608,-917.001078,598.6
-920.15508083,-920.21108818,-920.17374994,0.0,-5.170656,0.041099,-917.000861,598.93
-920.23756221,-920.29638707,-920.2571705,0.0,-5.082021,0.058597,-917.00068,597.24
-920.31027197,-920.3716933,-920.33074575,0.0,-4.977923,0.078582,-917.000414,593.54
-920.37318248,-920.43688801,-920.39441765,0.0,-4.85895,0.100311,-917.000166,587.93
-920.42625581,-920.49189266,-920.44813476,0.0,-4.725991,0.122857,-916.999959,580.54
-920.46958135,-920.53675087,-920.49197119,0.0,-4.58022,0.145171,-916.999644,571.55
-920.50358216,-920.5718639,-920.52634274,0.0,-4.423066,0.166165,-916.999313,561.15
-920.5286117,-920.59758834,-920.55160391,0.0,-4.25618,0.184773,-916.998994,549.57
-920.54528463,-920.61456554,-920.56837827,0.0,-4.0814,0.200029,-916.99869,537.06
-920.55440275,-920.62364486,-920.57748345,0.0,-3.900714,0.211134,-916.998474,523.86
-920.55660141,-920.62552706,-920.57957663,0.0,-3.716216,0.217504,-916.998236,510.24
-920.55276983,-920.62117806,-920.57557257,0.0,-3.53007,0.218803,-916.998018,496.43
-920.54370951,-920.61148203,-920.56630035,0.0,-3.34447,0.214958,-916.997856,482.64
-920.53011097,-920.59721199,-920.55247798,0.0,-3.161604,0.206151,-916.997683,469.09
-920.51277486,-920.57924721,-920.53493231,0.0,-2.983627,0.192814,-916.997503,455.94
-920.49248613,-920.55844405,-920.5144721,0.0,-2.812625,0.175588,-916.997383,443.37
-920.46995138,-920.53557187,-920.49182488,0.0,-2.650597,0.155295,-916.997252,431.5
-920.44585077,-920.51136214,-920.46768789,0.0,-2.499427,0.132891,-916.997184,420.45
-920.42074063,-920.48641127,-920.44263084,0.0,-2.36087,0.109414,-916.997105,410.32
-920.39531294,-920.46143878,-920.41735489,0.0,-2.236535,0.085948,-916.997062,401.19
-920.37003252,-920.43692472,-920.39232992,0.0,-2.127874,0.063569,-916.996959,393.13
-920.34551606,-920.41352538,-920.36818583,0.0,-2.036164,0.043304,-916.996913,386.2
-920.32205883,-920.39135083,-920.34515616,0.0,-1.96251,0.026091,-916.996888,380.42
-920.29996384,-920.37085978,-920.32359582,0.0,-1.907827,0.012744,-916.996804,375.84
-920.27955821,-920.35222359,-920.30378,0.0,-1.872843,0.003927,-916.996752,372.48
-920.26096544,-920.33545831,-920.28579639,0.0,-1.858093,0.000129,-916.996653,370.35
-920.24440788,-920.32086379,-920.26989318,0.0,-1.863915,0.001646,-916.99656,369.47
-920.22998868,-920.30837484,-920.2561174,0.0,-1.890449,0.008572,-916.9965,369.85
-920.21780949,-920.29807671,-920.24456523,0.0,-1.937633,0.020794,-916.996446,371.5
-920.2078213,-920.28988841,-920.235177,0.0,-2.005205,0.037986,-916.996347,374.43
-920.20002315,-920.28364092,-920.22789574,0.0,-2.092701,0.059624,-916.996189,378.64
-920.19430457,-920.27960334,-920.2227375,0.0,-2.199451,0.084986,-916.996075,384.12
-920.19032245,-920.27690769,-920.2191842,0.0,-2.324585,0.113188,-916.995892,390.85
-920.18798235,-920.2759202,-920.21729497,0.0,-2.467032,0.143193,-916.99571,398.83
-920.18699071,-920.27602055,-920.21666732,0.0,-2.625526,0.173856,-916.995534,408.01
-920.18707266,-920.27695316,-920.21703282,0.0,-2.798607,0.203954,-916.99528,418.37
-920.18803324,-920.27857323,-920.21821324,0.0,-2.984629,0.232229,-916.995038,429.86
-920.18942977,-920.28062346,-920.21982767,0.0,-3.181766,0.257446,-916.99493,442.4
-920.19067395,-920.28224735,-920.22119842,0.0,-3.388025,0.27845,-916.994852,455.89
-920.19143595,-920.28319914,-920.22202368,0.0,-3.601265,0.294217,-916.99479,470.23
-920.19130865,-920.28307562,-920.22189764,0.0,-3.819207,0.30391,-916.994764,485.28
-920.1896916,-920.28121972,-920.22020097,0.0,-4.03946,0.306935,-916.994721,500.87
-920.1861586,-920.27724496,-920.21652072,0.0,-4.259548,0.302996,-916.994637,516.82
-920.18027694,-920.27090381,-920.21048589,0.0,-4.476937,0.292114,-916.994593,532.9
-920.17128455,-920.26106075,-920.20120995,0.0,-4.689074,0.274671,-916.994563,548.85
-920.15877532,-920.24760262,-920.18838442,0.0,-4.893425,0.251404,-916.994661,564.4
-920.14228418,-920.23001666,-920.17152834,0.0,-5.08752,0.223377,-916.994799,579.26
-920.12129652,-920.20776334,-920.15011879,0.0,-5.269001,0.191931,-916.994834,593.13
-920.09556338,-920.18069273,-920.12393983,0.0,-5.435664,0.158617,-916.994935,605.72
-920.06490547,-920.1486898,-920.09283358,0.0,-5.585511,0.125108,-916.995067,616.75
-920.0289608,-920.11148209,-920.0564679,0.0,-5.716788,0.093076,-916.995194,625.95
-919.98721773,-920.06858132,-920.01433893,0.0,-5.828036,0.064106,-916.995213,633.07
-919.93983539,-920.02025792,-919.9666429,0.0,-5.918124,0.03956,-916.995181,637.94
-919.88687673,-919.96664026,-919.91346457,0.0,-5.98628,0.020486,-916.994985,640.43
-919.8287677,-919.90821756,-919.85525098,0.0,-6.032108,0.007543,-916.994838,640.49
-919.76568808,-919.84519827,-919.79219148,0.0,-6.055598,0.000963,-916.99461,638.12
-919.69807651,-919.77801259,-919.72472187,0.0,-6.057127,0.000546,-916.99434,633.39
-919.62652538,-919.70734756,-919.6534661,0.0,-6.037444,0.005687,-916.993994,626.44
-919.55171063,-919.63371854,-919.5790466,0.0,-5.997652,0.015444,-916.993661,617.48
-919.474075,-919.55753335,-919.50189445,0.0,-5.939175,0.028622,-916.993211,606.71
-919.39451031,-919.47958852,-919.42286972,0.0,-5.863721,0.043878,-916.992874,594.43
-919.31370112,-919.40047904,-919.3426271,0.0,-5.77324,0.059824,-916.992648,580.91
-919.23228839,-919.32072555,-919.26176744,0.0,-5.669879,0.075134,-916.992405,566.46
-919.1509781,-919.24093347,-919.18096322,0.0,-5.555933,0.088631,-916.992206,551.38
-919.07052779,-919.1617761,-919.10094389,0.0,-5.433796,0.099358,-916.992021,535.97
-918.99177212,-919.08402501,-919.02252308,0.0,-5.305915,0.106625,-916.991861,520.52
-918.91538949,-919.00832157,-918.94636685,0.0,-5.174744,0.110038,-916.991728,505.27
-918.84210071,-918.93537554,-918.87319232,0.0,-5.042705,0.109491,-916.991592,490.48
-918.77262549,-918.8659204,-918.80372379,0.0,-4.912147,0.105161,-916.991535,476.33
-918.70743722,-918.80046534,-918.73844659,0.0,-4.785317,0.09746,-916.991473,463.01
-918.64707971,-918.7396067,-918.67792204,0.0,-4.664332,0.086999,-916.99143,450.66
-918.59192818,-918.68378218,-918.62254618,0.0,-4.551153,0.074534,-916.991385,439.39
-918.54225318,-918.63333011,-918.57261216,0.0,-4.44757,0.06091,-916.99133,429.3
-918.49836772,-918.58863221,-918.52845588,0.0,-4.355188,0.047005,-916.991322,420.45
-918.46047165,-918.54995302,-918.49029878,0.0,-4.27541,0.033688,-916.991369,412.9
-918.42855823,-918.51734098,-918.45815248,0.0,-4.209437,0.021765,-916.991345,406.69
-918.40283324,-918.49104775,-918.43223808,0.0,-4.158255,0.011949,-916.991345,401.84
-918.38326142,-918.47107163,-918.41253149,0.0,-4.122636,0.004821,-916.991327,398.37
-918.36975544,-918.45734692,-918.3989526,0.0,-4.103132,0.000809,-916.991298,396.27
-918.36207776,-918.4496457,-918.39126707,0.0,-4.100075,0.000172,-916.991262,395.54
-918.3600833,-918.44782142,-918.38932934,0.0,-4.113581,0.002989,-916.991215,396.18
-918.36353903,-918.45162999,-918.39290269,0.0,-4.14355,0.009162,-916.991157,398.15
-918.37203718,-918.46064587,-918.40157341,0.0,-4.189669,0.018419,-916.991085,401.43
-918.38518194,-918.47444999,-918.41493796,0.0,-4.251415,0.030326,-916.990998,405.99
-918.40251992,-918.49256174,-918.43253386,0.0,-4.328065,0.044313,-916.990923,411.78
-918.42353614,-918.51443572,-918.453836,0.0,-4.418698,0.059692,-916.990843,418.75
-918.44771621,-918.53952476,-918.47831906,0.0,-4.522208,0.075694,-916.990766,426.83
-918.47455843,-918.56729477,-918.50547055,0.0,-4.637312,0.091505,-916.990706,435.96
-918.50338256,-918.59703229,-918.53459914,0.0,-4.762559,0.106297,-916.990657,446.03
-918.533346,-918.62786117,-918.56485106,0.0,-4.896351,0.119283,-916.99058,456.94
-918.56368492,-918.658983,-918.59545095,0.0,-5.036954,0.129755,-916.99056,468.54
-918.5934101,-918.68937361,-918.62539793,0.0,-5.182526,0.137128,-916.990487,480.69
-918.621901,-918.71837917,-918.65406039,0.0,-5.331137,0.140976,-916.990544,493.21
-918.64822443,-918.74503824,-918.6804957,0.0,-5.480799,0.141061,-916.99059,505.92
-918.67155881,-918.76850762,-918.70387508,0.0,-5.629492,0.137349,-916.99066,518.62
-918.6910358,-918.78789438,-918.72332199,0.0,-5.775199,0.13003,-916.990708,531.09
-918.70595776,-918.80248175,-918.73813243,0.0,-5.91594,0.119499,-916.990806,543.1
-918.71546475,-918.81140825,-918.74744591,0.0,-6.049809,0.106345,-916.990893,554.41
-918.71890759,-918.81401869,-918.75061129,0.0,-6.175008,0.091314,-916.990855,564.8
-918.71582242,-918.80987769,-918.74717418,0.0,-6.289888,0.075252,-916.990752,574.06
-918.70565518,-918.79844941,-918.73658659,0.0,-6.39298,0.059061,-916.990576,581.96
-918.68814607,-918.779497,-918.71859638,0.0,-6.483029,0.043626,-916.990466,588.33
-918.66282937,-918.75258612,-918.69274828,0.0,-6.559024,0.029755,-916.990289,593.01
-918.62971466,-918.71776329,-918.6590642,0.0,-6.620221,0.01812,-916.99009,595.89
-918.58904585,-918.67531323,-918.61780164,0.0,-6.666163,0.009204,-916.989908,596.93
-918.54109557,-918.62556868,-918.56925327,0.0,-6.696683,0.003274,-916.989717,596.11
-918.48639231,-918.56909136,-918.51395866,0.0,-6.711912,0.000369,-916.989557,593.48
-918.42550114,-918.50635486,-918.45245238,0.0,-6.712266,0.000303,-916.98938,589.12
-918.35917073,-918.43838986,-918.3855771,0.0,-6.698438,0.002701,-916.98918,583.17
-918.2882156,-918.36593516,-918.31412212,0.0,-6.671374,0.007031,-916.98894,575.78
-918.21350892,-918.29001242,-918.23901008,0.0,-6.632243,0.01266,-916.988614,567.17
-918.13613287,-918.21152672,-918.16126415,0.0,-6.582415,0.018916,-916.988289,557.54
-918.05692344,-918.13135334,-918.08173341,0.0,-6.523417,0.025134,-916.987963,547.13
-917.97699777,-918.05076876,-918.0015881,0.0,-6.456903,0.030713,-916.987688,536.15
-917.89745727,-917.97077164,-917.9218954,0.0,-6.384615,0.03516,-916.987415,524.88
-917.81925315,-917.89228394,-917.84359674,0.0,-6.308345,0.038118,-916.987169,513.51
-917.74321238,-917.816085,-917.76750325,0.0,-6.229896,0.039379,-916.986884,502.27
-917.67032611,-917.74311091,-917.69458771,0.0,-6.151053,0.038893,-916.986635,491.35
-917.6014379,-917.67414235,-917.62567271,0.0,-6.073551,0.036755,-916.986476,480.93
-917.53697431,-917.60954198,-917.56116353,0.0,-5.999044,0.033191,-916.986248,471.16
-917.47763913,-917.54995252,-917.50174359,0.0,-5.929084,0.028526,-916.986067,462.16
-917.42387466,-917.49576403,-917.44783779,0.0,-5.8651,0.023162,-916.98592,454.05
-917.37598043,-917.447239,-917.39973328,0.0,-5.808382,0.01754,-916.985804,446.9
-917.3343617,-917.4047609,-917.3578281,0.0,-5.760065,0.012107,-916.98573,440.79
-917.29910282,-917.36840926,-917.32220497,0.0,-5.721119,0.007295,-916.985595,435.79
-917.27040539,-917.33839542,-917.29306873,0.0,-5.692338,0.003483,-916.985455,431.92
-917.24840859,-917.31486315,-917.27056011,0.0,-5.674339,0.00098,-916.985295,429.22
-917.23307603,-917.29788428,-917.25467878,0.0,-5.66755,8e-06,-916.985153,427.7
-917.22431237,-917.28736548,-917.24533007,0.0,-5.672211,0.000684,-916.985022,427.36
-917.2218635,-917.283084,-917.24227034,0.0,-5.688378,0.003022,-916.984887,428.2
-917.22534465,-917.28473337,-917.24514089,0.0,-5.715918,0.006927,-916.984711,430.17
-917.23447518,-917.29206858,-917.25367298,0.0,-5.754517,0.012204,-916.984507,433.25
-917.24889989,-917.30477951,-917.26752643,0.0,-5.803686,0.01857,-916.984309,437.41
-917.26800302,-917.32226036,-917.2860888,0.0,-5.862765,0.025666,-916.984226,442.55
-917.2911463,-917.3439834,-917.30875866,0.0,-5.930938,0.033089,-916.984224,448.62
-917.31772856,-917.36935254,-917.33493656,0.0,-6.007241,0.040404,-916.98419,455.53
-917.34711801,-917.39776914,-917.36400172,0.0,-6.090576,0.047174,-916.984164,463.19
-917.37858186,-917.42852712,-917.39523028,0.0,-6.179727,0.052987,-916.984133,471.49
-917.4111913,-917.46071575,-917.42769945,0.0,-6.273374,0.057486,-916.984089,480.3
-917.44416736,-917.49356068,-917.4606318,0.0,-6.37012,0.060388,-916.984154,489.47
-917.47643289,-917.5259758,-917.49294719,0.0,-6.468509,0.061508,-916.984126,498.83
-917.50714001,-917.55709047,-917.52379016,0.0,-6.567054,0.060772,-916.984131,508.23
-917.53552729,-917.58611365,-917.55238941,0.0,-6.664263,0.058226,-916.984187,517.49
-917.56084203,-917.61224873,-917.5779776,0.0,-6.758664,0.054025,-916.984212,526.45
-917.58235229,-917.63471372,-917.5998061,0.0,-6.848836,0.048433,-916.984254,534.93
-917.59919821,-917.65259947,-917.61699863,0.0,-6.933432,0.041802,-916.984273,542.74
-917.61068809,-917.66516773,-917.62884797,0.0,-7.011213,0.034549,-916.98426,549.72
-917.61649038,-917.6720478,-917.63500952,0.0,-7.08107,0.027123,-916.984301,555.72
-917.61613421,-917.67273729,-917.6350019,0.0,-7.142049,0.019972,-916.984296,560.62
-917.60933401,-917.66692193,-917.62852999,0.0,-7.193374,0.013511,-916.984339,564.31
-917.59578517,-917.65428823,-917.61528619,0.0,-7.234458,0.008088,-916.98429,566.69
-917.57547236,-917.6348196,-917.59525477,0.0,-7.264923,0.003962,-916.984177,567.73
-917.54854569,-917.60867338,-917.56858825,0.0,-7.284604,0.001283,-916.984063,567.41
-917.51529792,-917.57615836,-917.53558473,0.0,-7.293551,8.3e-05,-916.983936,565.75
-917.47611696,-917.53768477,-917.49663956,0.0,-7.292029,0.00028,-916.983801,562.8
-917.43146603,-917.49374101,-917.45222436,0.0,-7.280504,0.00169,-916.983707,558.65
-917.38175017,-917.44475592,-917.40275208,0.0,-7.259638,0.004046,-916.98358,553.38
-917.32765642,-917.39143362,-917.34891549,0.0,-7.230265,0.007022,-916.983422,547.14
-917.26992608,-917.33452205,-917.29145807,0.0,-7.193376,0.010267,-916.983303,540.08
-917.20930734,-917.2747639,-917.23112619,0.0,-7.150092,0.013429,-916.98315,532.35
-917.14659143,-917.21293423,-917.1687057,0.0,-7.101642,0.016193,-916.982989,524.12
-917.08273255,-917.14996876,-917.10514462,0.0,-7.049331,0.018295,-916.982951,515.57
-917.01845966,-917.08652686,-917.04114873,0.0,-6.994516,0.019549,-916.982798,506.88
-916.95473028,-917.02354057,-916.97766704,0.0,-6.938577,0.019853,-916.982705,498.21
-916.8921082,-916.9615492,-916.9152552,0.0,-6.88289,0.019197,-916.982565,489.72
-916.83146186,-916.90138924,-916.85477099,0.0,-6.828805,0.017653,-916.982473,481.54
-916.77365307,-916.84390392,-916.79707002,0.0,-6.77762,0.015376,-916.982387,473.83
-916.71945444,-916.78986012,-916.742923,0.0,-6.730558,0.012582,-916.98229,466.72
-916.66947102,-916.73986899,-916.69293701,0.0,-6.68875,0.009533,-916.982188,460.31
-916.62412606,-916.6943691,-916.64754041,0.0,-6.653213,0.006512,-916.982081,454.69
-916.58391327,-916.65387636,-916.6072343,0.0,-6.62484,0.003805,-916.98201,449.93
-916.54933101,-916.61891184,-916.57252462,0.0,-6.604387,0.001677,-916.981932,446.11
-916.5208981,-916.59001392,-916.5439367,0.0,-6.592459,0.000357,-916.98183,443.29
-916.4990702,-916.56765139,-916.52193059,0.0,-6.589504,1.7e-05,-916.981766,441.53
-916.48404903,-916.5520311,-916.50670972,0.0,-6.595802,0.000758,-916.981689,440.85
-916.47602306,-916.54333901,-916.49846171,0.0,-6.61146,0.002606,-916.981612,441.28
-916.47514244,-916.54171775,-916.49733421,0.0,-6.636411,0.005501,-916.981573,442.81
-916.48145498,-916.54720762,-916.50337253,0.0,-6.670412,0.009304,-916.981508,445.46
-916.49493083,-916.55977574,-916.5165458,0.0,-6.713041,0.013799,-916.981382,449.2
-916.51561255,-916.57947017,-916.53689842,0.0,-6.763705,0.018708,-916.981313,454.0
-916.54325849,-916.60606545,-916.56419414,0.0,-6.82164,0.023703,-916.981235,459.84
-916.5775396,-916.63925802,-916.5981124,0.0,-6.885919,0.028431,-916.981111,466.63
-916.61824499,-916.67890265,-916.63846421,0.0,-6.955464,0.032537,-916.981004,474.31
-916.66494908,-916.72449927,-916.68479914,0.0,-7.029054,0.035689,-916.980933,482.79
-916.71703724,-916.77559193,-916.73655547,0.0,-7.105343,0.037607,-916.980881,491.93
-916.77384002,-916.83137101,-916.79301702,0.0,-7.182879,0.038092,-916.980823,501.62
-916.83487129,-916.89144062,-916.85372773,0.0,-7.260123,0.037043,-916.980785,511.69
-916.89955567,-916.95515068,-916.91808734,0.0,-7.335476,0.034477,-916.980835,522.0
-916.96699216,-917.02155347,-916.98517927,0.0,-7.407301,0.030541,-916.980812,532.35
-917.03656694,-917.08998517,-917.05437302,0.0,-7.473955,0.025512,-916.980844,542.57
-917.10740397,-917.1595321,-917.12478002,0.0,-7.533814,0.019788,-916.980946,552.42
-917.1783475,-917.22906231,-917.19525244,0.0,-7.585315,0.013872,-916.9809,561.71
-917.24860434,-917.29771967,-917.26497611,0.0,-7.626984,0.008341,-916.980871,570.2
-917.31728475,-917.36470475,-917.33309142,0.0,-7.657472,0.003803,-916.980779,577.7
-917.38380462,-917.4295027,-917.39903731,0.0,-7.675587,0.000855,-916.980707,584.04
-917.44747484,-917.4915119,-917.46215386,0.0,-7.680324,3e-05,-916.980589,589.06
-917.50772148,-917.550247,-917.52189665,0.0,-7.670888,0.001755,-916.980467,592.61
-917.56412893,-917.60535789,-917.57787192,0.0,-7.646712,0.006309,-916.980401,594.62
-917.61628356,-917.65652826,-917.62969846,0.0,-7.607479,0.013795,-916.980324,595.02
-917.66390411,-917.7034587,-917.67708897,0.0,-7.553127,0.02412,-916.980191,593.79
-917.70685818,-917.74605606,-917.71992414,0.0,-7.483848,0.037,-916.97994,590.98
-917.74523216,-917.78435273,-917.75827235,0.0,-7.400091,0.051968,-916.979751,586.63
