free  energy   TOTEN,energy  without entropy,energy(sigma->0),kin. lattice  EKIN_LAT,nose potential ES,nose kinetic   EPS,total energy   ETOTAL,(temperature
-917.77880259,-917.81808689,-917.79189735,0.0,-7.302547,0.068405,-916.97943,580.84
-917.80798655,-917.8476127,-917.82119527,0.0,-7.192135,0.085579,-916.979114,573.75
-917.8331765,-917.87325491,-917.84653597,0.0,-7.069981,0.102699,-916.978753,565.52
-917.85484856,-917.89542347,-917.86837353,0.0,-6.937391,0.118963,-916.978419,556.35
-917.8733492,-917.91440437,-917.88703425,0.0,-6.795821,0.133612,-916.978189,546.41
-917.88889613,-917.93036482,-917.90271903,0.0,-6.64685,0.145963,-916.977846,535.9
-917.90228892,-917.94406374,-917.91621386,0.0,-6.492148,0.155464,-916.977626,525.01
-917.91385762,-917.95580084,-917.92783869,0.0,-6.333444,0.161712,-916.977318,513.94
-917.92436268,-917.9663166,-917.93834732,0.0,-6.172496,0.164472,-916.977044,502.88
-917.93437538,-917.9761707,-917.94830716,0.0,-6.011061,0.163687,-916.976772,492.01
-917.94454502,-917.98600752,-917.95836585,0.0,-5.850864,0.159468,-916.976618,481.48
-917.95534261,-917.9962984,-917.96899454,0.0,-5.693578,0.152078,-916.976493,471.43
-917.96718076,-918.00746261,-917.98060804,0.0,-5.540801,0.141913,-916.97634,461.99
-917.9806524,-918.020106,-917.9938036,0.0,-5.394031,0.129471,-916.976211,453.26
-917.99629179,-918.03477691,-918.00912017,0.0,-5.254656,0.115331,-916.976123,445.34
-918.01431807,-918.05171074,-918.0267823,0.0,-5.123934,0.100109,-916.976008,438.3
-918.03503199,-918.07122342,-918.0470958,0.0,-5.002982,0.084432,-916.975841,432.2
-918.05889843,-918.09379547,-918.07053078,0.0,-4.892771,0.068907,-916.975762,427.09
-918.08608746,-918.11961226,-918.09726239,0.0,-4.794113,0.0541,-916.975648,423.0
-918.11683058,-918.14892016,-918.1275271,0.0,-4.707657,0.040508,-916.975507,419.96
-918.1512185,-918.18182405,-918.16142035,0.0,-4.633887,0.02854,-916.975355,417.99
-918.18918635,-918.21827283,-918.19888184,0.0,-4.573115,0.018506,-916.975225,417.08
-918.23087062,-918.2584183,-918.24005318,0.0,-4.525486,0.010605,-916.975143,417.23
-918.27639381,-918.30240079,-918.28506281,0.0,-4.490978,0.004927,-916.975038,418.44
-918.32566437,-918.35014675,-918.33382516,0.0,-4.469398,0.001452,-916.974912,420.7
-918.37856113,-918.40151312,-918.38621179,0.0,-4.460386,5.1e-05,-916.974772,423.99
-918.43503868,-918.45655487,-918.44221074,0.0,-4.463421,0.0005,-916.974641,428.27
-918.49490808,-918.51508512,-918.50163376,0.0,-4.477823,0.002492,-916.974516,433.5
-918.55778281,-918.57679262,-918.56411941,0.0,-4.50276,0.005658,-916.974346,439.63
-918.62357432,-918.6416322,-918.62959361,0.0,-4.53726,0.009585,-916.974206,446.61
-918.69199531,-918.70937926,-918.69778996,0.0,-4.580212,0.01384,-916.974067,454.37
-918.76259375,-918.77965697,-918.76828149,0.0,-4.630387,0.017995,-916.973931,462.81
-918.83490398,-918.85207745,-918.84062847,0.0,-4.686442,0.021655,-916.973735,471.84
-918.90861122,-918.92639593,-918.91453945,0.0,-4.746945,0.02448,-916.973643,481.34
-918.98307612,-919.00210934,-918.98942053,0.0,-4.810384,0.02621,-916.97358,491.19
-919.05781939,-919.07856747,-919.06473542,0.0,-4.875196,0.026684,-916.973593,501.25
-919.13220666,-919.15511285,-919.13984206,0.0,-4.939785,0.025848,-916.973593,511.36
-919.20563085,-919.23112253,-919.21412808,0.0,-5.002544,0.023769,-916.973553,521.36
-919.27760261,-919.30599622,-919.28706715,0.0,-5.061886,0.020628,-916.973572,531.08
-919.34734033,-919.37884047,-919.35784038,0.0,-5.116267,0.016713,-916.97355,540.34
-919.41432129,-919.44901083,-919.42588447,0.0,-5.164218,0.0124,-916.973564,548.96
-919.47802636,-919.51592331,-919.49065868,0.0,-5.204369,0.008125,-916.973541,556.78
-919.53808459,-919.57916582,-919.55177833,0.0,-5.235479,0.004354,-916.973557,563.64
-919.59387931,-919.63810268,-919.60862043,0.0,-5.256458,0.001544,-916.97354,569.4
-919.64494367,-919.69219861,-919.66069532,0.0,-5.266393,0.000111,-916.9735,573.91
-919.69104074,-919.74125918,-919.70778022,0.0,-5.264566,0.000389,-916.973416,577.1
-919.7318686,-919.78495615,-919.74956445,0.0,-5.250471,0.002602,-916.97326,578.88
-919.76718373,-919.82303339,-919.78580028,0.0,-5.223825,0.006841,-916.973089,579.22
-919.79703796,-919.85552302,-919.81653298,0.0,-5.184576,0.013054,-916.972966,578.1
-919.82133084,-919.88229707,-919.84165292,0.0,-5.1329,0.021045,-916.972753,575.55
-919.8402548,-919.90351327,-919.86134096,0.0,-5.069202,0.030481,-916.97254,571.65
-919.85397459,-919.91929863,-919.87574927,0.0,-4.994102,0.040921,-916.972311,566.47
-919.86269352,-919.92981828,-919.88506844,0.0,-4.90842,0.051841,-916.97208,560.14
-919.86672005,-919.93534773,-919.88959594,0.0,-4.813164,0.062669,-916.971805,552.78
-919.86656117,-919.93638246,-919.88983493,0.0,-4.709502,0.07283,-916.971601,544.55
-919.86264577,-919.93332218,-919.88620457,0.0,-4.59874,0.081777,-916.971445,535.62
-919.85546842,-919.92668096,-919.87920593,0.0,-4.482296,0.089034,-916.971247,526.18
-919.84570768,-919.91716449,-919.86952662,0.0,-4.36167,0.094221,-916.971159,516.38
-919.83371514,-919.90514833,-919.8575262,0.0,-4.238417,0.097073,-916.971049,506.4
-919.81997509,-919.89116739,-919.84370586,0.0,-4.114122,0.097458,-916.970928,496.4
-919.80502552,-919.8758114,-919.82862082,0.0,-3.990374,0.095373,-916.97083,486.53
-919.78946476,-919.85972884,-919.81288612,0.0,-3.868739,0.090948,-916.970747,476.94
-919.77390377,-919.84357839,-919.79712864,0.0,-3.750741,0.084432,-916.970693,467.76
-919.75885263,-919.82791147,-919.78187225,0.0,-3.637839,0.076179,-916.970688,459.1
-919.74451515,-919.81296426,-919.76733152,0.0,-3.531407,0.066617,-916.970639,451.07
-919.73128813,-919.79915557,-919.75391061,0.0,-3.432722,0.05623,-916.970591,443.73
-919.71952067,-919.78684709,-919.74196281,0.0,-3.342949,0.04553,-916.970588,437.16
-919.70937676,-919.77620563,-919.73165305,0.0,-3.263131,0.035032,-916.970584,431.42
-919.70119429,-919.76756417,-919.72331758,0.0,-3.194182,0.02523,-916.970558,426.55
-919.69529997,-919.76123817,-919.71727937,0.0,-3.136874,0.016577,-916.970542,422.61
-919.69174672,-919.75726729,-919.71358691,0.0,-3.091834,0.009463,-916.970516,419.61
-919.69050963,-919.7556129,-919.71221072,0.0,-3.059537,0.004199,-916.970475,417.57
-919.6916013,-919.7562669,-919.7131565,0.0,-3.040308,0.001005,-916.970454,416.49
-919.69497996,-919.75917691,-919.71637894,0.0,-3.034319,3e-06,-916.970427,416.38
-919.7005623,-919.76425055,-919.72179172,0.0,-3.041588,0.001213,-916.970385,417.22
-919.70815843,-919.77129128,-919.72920271,0.0,-3.06198,0.004556,-916.970318,419.01
-919.71759171,-919.78011918,-919.7384342,0.0,-3.095211,0.009854,-916.97027,421.71
-919.7286941,-919.79056848,-919.74931889,0.0,-3.140853,0.016842,-916.970202,425.32
-919.74128684,-919.80246702,-919.76168023,0.0,-3.198332,0.025177,-916.970144,429.78
-919.7549711,-919.81542854,-919.77512358,0.0,-3.26694,0.034455,-916.97005,435.07
-919.76949423,-919.82921804,-919.78940217,0.0,-3.345835,0.044227,-916.96999,441.12
-919.78452507,-919.84352791,-919.80419268,0.0,-3.434058,0.054022,-916.969934,447.88
-919.79959784,-919.85792369,-919.81903979,0.0,-3.530534,0.063362,-916.969847,455.28
-919.81439638,-919.87212644,-919.83363973,0.0,-3.634088,0.071795,-916.969833,463.23
-919.82830838,-919.88556463,-919.8473938,0.0,-3.743458,0.078907,-916.969749,471.63
-919.84087657,-919.89782199,-919.85985838,0.0,-3.857308,0.08435,-916.969666,480.39
-919.85173421,-919.90856742,-919.87067861,0.0,-3.974248,0.08786,-916.969619,489.38
-919.86042256,-919.91736518,-919.87940343,0.0,-4.092851,0.089266,-916.969539,498.48
-919.86647783,-919.92375315,-919.8855696,0.0,-4.21167,0.088504,-916.969452,507.57
-919.86947725,-919.92728425,-919.88874625,0.0,-4.329262,0.085622,-916.969414,516.5
-919.8689567,-919.92744404,-919.88845248,0.0,-4.444207,0.08078,-916.969425,525.13
-919.86435478,-919.92359799,-919.88410252,0.0,-4.555137,0.074236,-916.969394,533.29
-919.85551778,-919.9155076,-919.87551439,0.0,-4.660755,0.066338,-916.969436,540.85
-919.84194457,-919.90257943,-919.86215619,0.0,-4.75986,0.057493,-916.969443,547.68
-919.8233569,-919.88444725,-919.84372035,0.0,-4.851369,0.048153,-916.96943,553.63
-919.79962647,-919.86092674,-919.82005989,0.0,-4.934335,0.038775,-916.969413,558.59
-919.77057776,-919.83180712,-919.79098755,0.0,-5.007973,0.029798,-916.969415,562.46
-919.73625591,-919.79712684,-919.75654622,0.0,-5.071665,0.021611,-916.969388,565.18
-919.69661587,-919.75686071,-919.71669749,0.0,-5.124981,0.014532,-916.969306,566.68
-919.65180955,-919.7112057,-919.67160827,0.0,-5.167681,0.008786,-916.96924,566.95
-919.60223127,-919.66062045,-919.62169433,0.0,-5.199723,0.004497,-916.969173,566.0
-919.54817341,-919.60547605,-919.56727429,0.0,-5.221258,0.001681,-916.969076,563.86
-919.49005795,-919.54627986,-919.50879859,0.0,-5.232624,0.000257,-916.969007,560.59
-919.42838233,-919.48361601,-919.44679356,0.0,-5.234342,5.5e-05,-916.968892,556.27
-919.36360897,-919.41802541,-919.38174779,0.0,-5.227097,0.000838,-916.968793,551.02
-919.29618138,-919.34999908,-919.31412061,0.0,-5.211722,0.002324,-916.968726,544.93
-919.22685409,-919.2803959,-919.24470136,0.0,-5.189183,0.004211,-916.968594,538.16
-919.15640964,-919.20997538,-919.17426489,0.0,-5.160557,0.006203,-916.968474,530.86
-919.08541108,-919.13931941,-919.10338052,0.0,-5.127002,0.008034,-916.96835,523.18
-919.01441853,-919.06899373,-919.03261027,0.0,-5.089736,0.009482,-916.968214,515.26
-918.9440937,-918.99961835,-918.96260192,0.0,-5.050019,0.010391,-916.968085,507.24
-918.8751975,-918.93191089,-918.89410196,0.0,-5.009123,0.01067,-916.967969,499.29
-918.80818279,-918.86627314,-918.82754624,0.0,-4.968309,0.010306,-916.967799,491.54
-918.7436017,-918.80315098,-918.76345146,0.0,-4.92881,0.009351,-916.967684,484.09
-918.68188297,-918.74306607,-918.70227734,0.0,-4.891809,0.007918,-916.967604,477.06
-918.62339342,-918.68613564,-918.6443075,0.0,-4.858422,0.006172,-916.967512,470.55
-918.56842365,-918.63278724,-918.58987818,0.0,-4.829683,0.004311,-916.967406,464.64
-918.51727543,-918.58314325,-918.53923137,0.0,-4.806529,0.002553,-916.967316,459.4
-918.47036063,-918.53762647,-918.49278258,0.0,-4.789794,0.001119,-916.967273,454.91
-918.42793197,-918.49646344,-918.4507758,0.0,-4.780191,0.000217,-916.967234,451.21
-918.3900242,-918.4596722,-918.4132402,0.0,-4.778308,2.8e-05,-916.967195,448.35
-918.3565567,-918.42716353,-918.38009231,0.0,-4.784597,0.000691,-916.967141,446.34
-918.327608,-918.39902131,-918.35141244,0.0,-4.79938,0.002295,-916.967113,445.2
-918.30298125,-918.37504668,-918.32700306,0.0,-4.822835,0.004873,-916.967028,444.94
-918.28244888,-918.35503148,-918.30664308,0.0,-4.855006,0.008398,-916.966949,445.53
-918.26590004,-918.33888439,-918.29022816,0.0,-4.895798,0.012785,-916.966868,446.97
-918.25323945,-918.32653545,-918.27767145,0.0,-4.944983,0.01789,-916.96688,449.24
-918.24393804,-918.31748469,-918.26845359,0.0,-5.002199,0.023524,-916.966844,452.3
-918.23770963,-918.3114785,-918.26229926,0.0,-5.066962,0.029454,-916.96682,456.11
-918.23418766,-918.30818442,-918.25885324,0.0,-5.138666,0.035423,-916.966767,460.61
-918.2329042,-918.30716914,-918.25765918,0.0,-5.216596,0.041156,-916.966734,465.74
-918.23323226,-918.30783907,-918.25810119,0.0,-5.299939,0.046383,-916.966699,471.41
-918.23464454,-918.30969634,-918.25966181,0.0,-5.387792,0.050853,-916.966689,477.55
-918.23644075,-918.31206513,-918.26164888,0.0,-5.479181,0.054344,-916.966628,484.04
-918.23813089,-918.31447168,-918.26357782,0.0,-5.573078,0.056683,-916.966586,490.78
-918.23918435,-918.31639273,-918.26492048,0.0,-5.668409,0.057753,-916.9666,497.67
-918.23883686,-918.31705114,-918.26490829,0.0,-5.76408,0.0575,-916.966544,504.59
-918.23652364,-918.31588564,-918.26297764,0.0,-5.858995,0.055941,-916.966366,511.41
-918.23182221,-918.31244023,-918.25869489,0.0,-5.952069,0.053156,-916.966152,518.01
-918.22435265,-918.30630312,-918.25166947,0.0,-6.042253,0.049291,-916.966058,524.28
-918.21353505,-918.29685202,-918.24130737,0.0,-6.128552,0.044546,-916.965867,530.09
-918.19908733,-918.28370606,-918.22729358,0.0,-6.210043,0.039159,-916.965776,535.34
-918.18049693,-918.26643675,-918.20914354,0.0,-6.285893,0.033398,-916.965661,539.9
-918.15772843,-918.24478184,-918.18674624,0.0,-6.355377,0.027536,-916.965493,543.72
-918.13088356,-918.21890291,-918.16022335,0.0,-6.417889,0.021834,-916.96532,546.72
-918.10001923,-918.1887386,-918.12959235,0.0,-6.472953,0.016527,-916.96508,548.87
-918.0652928,-918.15440721,-918.0949976,0.0,-6.520225,0.011809,-916.964819,550.14
-918.026963,-918.11610515,-918.05667705,0.0,-6.559505,0.007824,-916.964657,550.51
-917.98533269,-918.0741426,-918.01493599,0.0,-6.590735,0.00466,-916.964567,549.99
-917.94075131,-918.02883631,-917.97011298,0.0,-6.613995,0.002348,-916.964464,548.62
-917.89389317,-917.9808595,-917.92288194,0.0,-6.629502,0.000862,-916.964409,546.47
-917.84542768,-917.9308967,-917.87391735,0.0,-6.637599,0.000127,-916.964311,543.61
-917.79613517,-917.87975956,-917.82400997,0.0,-6.638739,3.1e-05,-916.964231,540.14
-917.74654175,-917.82803445,-917.77370599,0.0,-6.633472,0.000436,-916.964044,536.16
-917.69726136,-917.77635757,-917.72362676,0.0,-6.62243,0.001192,-916.963769,531.76
-917.64896704,-917.72547215,-917.67446874,0.0,-6.606312,0.002149,-916.963454,527.06
-917.60222991,-917.6760089,-917.62682291,0.0,-6.585864,0.003165,-916.963131,522.15
-917.55781067,-917.6287808,-917.58146738,0.0,-6.561864,0.004119,-916.962885,517.15
-917.51628057,-917.58440572,-917.53898895,0.0,-6.535107,0.004914,-916.962593,512.18
-917.47801601,-917.54329913,-917.49977705,0.0,-6.506382,0.005484,-916.96239,507.31
-917.44337505,-917.5058528,-917.46420096,0.0,-6.476462,0.00579,-916.962315,502.62
-917.41282857,-917.47256083,-917.43273932,0.0,-6.446091,0.005824,-916.962285,498.22
-917.38672501,-917.44376949,-917.40573984,0.0,-6.415969,0.005602,-916.962192,494.18
-917.36520135,-917.41969127,-917.38336466,0.0,-6.386738,0.005162,-916.96199,490.55
-917.34838054,-917.40042309,-917.36572806,0.0,-6.358973,0.004555,-916.961754,487.39
-917.33653525,-917.38625796,-917.35310949,0.0,-6.333177,0.00384,-916.961605,484.73
-917.32943314,-917.37697657,-917.34528095,0.0,-6.309771,0.003079,-916.961404,482.59
-917.32700978,-917.3725249,-917.34218149,0.0,-6.289096,0.00233,-916.961204,480.99
-917.32927683,-917.37292006,-917.34382457,0.0,-6.271405,0.001641,-916.961019,479.94
-917.33602926,-917.3779563,-917.35000494,0.0,-6.256867,0.001053,-916.960839,479.43
-917.34701115,-917.38737161,-917.36046464,0.0,-6.245561,0.00059,-916.960639,479.46
-917.36201653,-917.40094652,-917.37499319,0.0,-6.237485,0.000264,-916.96052,479.99
-917.38060552,-917.4182309,-917.39314731,0.0,-6.232553,7.2e-05,-916.960393,481.0
-917.40253583,-917.43895654,-917.41467607,0.0,-6.230606,2e-06,-916.960339,482.46
-917.42748049,-917.46280182,-917.43925427,0.0,-6.231412,2.8e-05,-916.960251,484.32
-917.45500406,-917.48930502,-917.46643771,0.0,-6.234677,0.000123,-916.960116,486.55
-917.48458169,-917.51793806,-917.49570048,0.0,-6.240045,0.000252,-916.959942,489.08
-917.51595224,-917.54845392,-917.52678613,0.0,-6.247115,0.000385,-916.959795,491.86
-917.54873338,-917.58048839,-917.55931838,0.0,-6.255447,0.000493,-916.959588,494.84
-917.58260047,-917.61368127,-917.59296074,0.0,-6.264566,0.000555,-916.959384,497.96
-917.61711654,-917.64773415,-917.62732241,0.0,-6.273979,0.00056,-916.959197,501.15
-917.65190073,-917.68223324,-917.66201157,0.0,-6.283179,0.000506,-916.958915,504.35
-917.6868222,-917.71705688,-917.69690042,0.0,-6.291656,0.000402,-916.958673,507.52
-917.72149581,-917.75182753,-917.73160638,0.0,-6.298909,0.000267,-916.958481,510.57
-917.75577855,-917.78636681,-917.76597464,0.0,-6.304454,0.000132,-916.958436,513.46
-917.78949103,-917.8204764,-917.79981949,0.0,-6.30783,3e-05,-916.958389,516.16
-917.82252613,-917.85400677,-917.83301967,0.0,-6.30861,2e-06,-916.958321,518.61
-917.85484079,-917.88686636,-917.86551598,0.0,-6.306405,9e-05,-916.958238,520.78
-917.88644383,-917.91900919,-917.89729895,0.0,-6.30087,0.000334,-916.958244,522.65
-917.91706048,-917.95010482,-917.92807526,0.0,-6.291707,0.000768,-916.958164,524.18
-917.94683856,-917.98025094,-917.95797602,0.0,-6.278675,0.00142,-916.958116,525.34
-917.97583543,-918.00946832,-917.98704639,0.0,-6.261589,0.002309,-916.957955,526.15
-918.0041686,-918.0378384,-918.01539187,0.0,-6.24032,0.003443,-916.957695,526.6
-918.03196685,-918.06545597,-918.04312989,0.0,-6.214797,0.004817,-916.957442,526.68
-918.05935299,-918.09240535,-918.07037044,0.0,-6.185007,0.006415,-916.957267,526.41
-918.08649274,-918.11889098,-918.09729215,0.0,-6.150993,0.008208,-916.95721,525.78
-918.11338003,-918.14489263,-918.12388423,0.0,-6.112856,0.010158,-916.957104,524.84
-918.14019192,-918.17059286,-918.15032557,0.0,-6.070745,0.012219,-916.95703,523.59
-918.16702814,-918.19610172,-918.17671933,0.0,-6.024858,0.014336,-916.956948,522.06
-918.19405277,-918.22159885,-918.2032348,0.0,-5.975439,0.016453,-916.95689,520.29
-918.22139545,-918.24723583,-918.23000891,0.0,-5.922767,0.018511,-916.956799,518.32
-918.24904129,-918.27303016,-918.25703758,0.0,-5.867157,0.020453,-916.956645,516.17
-918.27713303,-918.29917307,-918.28447971,0.0,-5.80895,0.022226,-916.956589,513.87
-918.30562894,-918.32569249,-918.31231679,0.0,-5.748512,0.023781,-916.95654,511.45
-918.33454566,-918.35269863,-918.34059665,0.0,-5.686227,0.025076,-916.956471,508.95
-918.36384943,-918.38026063,-918.36931983,0.0,-5.622493,0.026077,-916.956383,506.39
-918.39355412,-918.40852523,-918.39854449,0.0,-5.557716,0.026761,-916.956265,503.82
-918.4236623,-918.43762947,-918.42831802,0.0,-5.492304,0.027115,-916.956151,501.25
-918.45412011,-918.46762565,-918.45862196,0.0,-5.426667,0.027133,-916.956081,498.71
-918.48485705,-918.49850186,-918.48940532,0.0,-5.361209,0.026821,-916.956003,496.23
-918.51588654,-918.53031919,-918.52069742,0.0,-5.296323,0.026194,-916.955983,493.82
-918.54701417,-918.56280958,-918.55227931,0.0,-5.232391,0.025276,-916.955912,491.52
-918.57809031,-918.59573571,-918.58397211,0.0,-5.169779,0.024094,-916.955807,489.34
-918.60894469,-918.62879514,-918.61556151,0.0,-5.108834,0.022685,-916.955802,487.26
-918.63931128,-918.66158939,-918.64673731,0.0,-5.049886,0.021084,-916.955743,485.32
-918.6691795,-918.69396171,-918.67744023,0.0,-4.993245,0.019333,-916.95567,483.51
-918.69826631,-918.72555416,-918.70736226,0.0,-4.939196,0.017474,-916.955515,481.85
-918.72656194,-918.75623819,-918.73645402,0.0,-4.888005,0.015551,-916.955384,480.35
-918.75397318,-918.78598542,-918.76464393,0.0,-4.83991,0.013608,-916.95531,479.0
-918.78035901,-918.81464197,-918.79178666,0.0,-4.795125,0.011684,-916.955285,477.81
-918.80561845,-918.8421414,-918.81779276,0.0,-4.75384,0.009819,-916.955208,476.79
-918.82978292,-918.868541,-918.84270228,0.0,-4.716217,0.008049,-916.955213,475.94
-918.85258027,-918.89356741,-918.86624265,0.0,-4.68239,0.006406,-916.955157,475.27
-918.87401893,-918.91719212,-918.88840999,0.0,-4.652467,0.004918,-916.95509,474.77
-918.89419019,-918.93943924,-918.9092732,0.0,-4.626526,0.003606,-916.955025,474.45
-918.91306424,-918.96019627,-918.92877491,0.0,-4.60462,0.002489,-916.954981,474.32
-918.93061111,-918.97935141,-918.94685788,0.0,-4.586768,0.001576,-916.954988,474.36
-918.94675175,-918.99675697,-918.96342016,0.0,-4.572964,0.000874,-916.95498,474.58
-918.96145666,-919.01233551,-918.97841627,0.0,-4.563174,0.000383,-916.95497,474.97
-918.97477508,-919.02611051,-918.99188689,0.0,-4.557334,9.5e-05,-916.954911,475.54
-918.98675762,-919.03812875,-919.00388133,0.0,-4.555356,0.0,-916.954844,476.27
-918.99739163,-919.04839415,-919.01439247,0.0,-4.557122,8.2e-05,-916.954818,477.16
-919.00658455,-919.05684785,-919.02333899,0.0,-4.562491,0.00032,-916.954719,478.21
-919.01456051,-919.06375992,-919.03096031,0.0,-4.571297,0.000691,-916.954652,479.4
-919.02137214,-919.06923697,-919.03732709,0.0,-4.58335,0.001169,-916.954544,480.74
-919.02725052,-919.07356549,-919.04268884,0.0,-4.598438,0.001724,-916.954485,482.22
-919.03225768,-919.07686142,-919.04712559,0.0,-4.616326,0.002327,-916.954401,483.83
-919.03658945,-919.07937178,-919.05085023,0.0,-4.636757,0.002947,-916.954295,485.59
-919.04010006,-919.08097621,-919.05372544,0.0,-4.659453,0.003553,-916.954163,487.45
-919.04289326,-919.08183754,-919.05587469,0.0,-4.684117,0.004117,-916.954106,489.4
-919.04498659,-919.08189664,-919.05728994,0.0,-4.71044,0.004615,-916.953915,491.43
-919.0465167,-919.08134926,-919.05812756,0.0,-4.738099,0.005023,-916.953773,493.52
-919.0474023,-919.08008387,-919.05829616,0.0,-4.766763,0.005325,-916.953626,495.64
-919.04757923,-919.07800335,-919.0577206,0.0,-4.796092,0.005508,-916.95344,497.78
-919.04722413,-919.07524976,-919.05656601,0.0,-4.825749,0.005567,-916.953323,499.9
-919.04625973,-919.07166764,-919.05472903,0.0,-4.855397,0.005501,-916.95316,501.99
-919.04467143,-919.06730093,-919.05221459,0.0,-4.884702,0.005314,-916.952983,504.02
-919.04233625,-919.06197972,-919.04888407,0.0,-4.913343,0.005017,-916.952822,505.96
-919.0390487,-919.05555346,-919.04455029,0.0,-4.941012,0.004627,-916.952584,507.77
-919.03502608,-919.04824327,-919.03943181,0.0,-4.967422,0.004162,-916.952468,509.43
-919.03015859,-919.03984866,-919.03338861,0.0,-4.99231,0.003646,-916.952366,510.92
-919.02422948,-919.03038366,-919.02628087,0.0,-5.015437,0.003101,-916.952178,512.21
-919.01722288,-919.01984311,-919.01809629,0.0,-5.036599,0.002552,-916.952012,513.29
-919.00896051,-919.0081211,-919.00868071,0.0,-5.055625,0.002022,-916.951828,514.12
-918.99927845,-918.99512607,-918.99789433,0.0,-5.072382,0.001531,-916.951566,514.69
-918.98814132,-918.98089055,-918.9857244,0.0,-5.086782,0.001097,-916.951321,514.97
-918.97540054,-918.96532532,-918.97204213,0.0,-5.098778,0.000733,-916.951146,514.96
-918.96095819,-918.94842415,-918.95678017,0.0,-5.108372,0.000444,-916.951044,514.63
-918.94481495,-918.93013623,-918.93992204,0.0,-5.115618,0.000233,-916.950948,514.01
-918.92714517,-918.91069754,-918.92166263,0.0,-5.120611,9.6e-05,-916.950883,513.11
-918.90783031,-918.88999101,-918.90188387,0.0,-5.123497,2.2e-05,-916.950832,511.93
-918.88693532,-918.86806574,-918.88064546,0.0,-5.124462,0.0,-916.950847,510.49
-918.86445284,-918.84487815,-918.85792794,0.0,-5.123735,1.4e-05,-916.950794,508.82
-918.84059941,-918.82063108,-918.8339433,0.0,-5.121582,4.9e-05,-916.950722,506.94
-918.81553406,-918.79533118,-918.80879977,0.0,-5.118301,8.9e-05,-916.950572,504.9
-918.78949311,-918.76918475,-918.78272366,0.0,-5.114215,0.000122,-916.950484,502.72
-918.76253894,-918.74218145,-918.75575311,0.0,-5.109671,0.000138,-916.950335,500.45
-918.73501417,-918.71460035,-918.72820956,0.0,-5.105028,0.000133,-916.950235,498.14
-918.70714215,-918.68661607,-918.70030012,0.0,-5.100654,0.000108,-916.950097,495.82
-918.67926076,-918.65849904,-918.67234019,0.0,-5.096918,7e-05,-916.949991,493.54
-918.65174975,-918.63068566,-918.64472839,0.0,-5.09418,2.9e-05,-916.949893,491.36
-918.6251296,-918.60369277,-918.61798399,0.0,-5.092787,3e-06,-916.94976,489.35
-918.59980666,-918.57797211,-918.59252847,0.0,-5.093057,9e-06,-916.94963,487.55
-918.57622,-918.55404057,-918.56882686,0.0,-5.095277,6.7e-05,-916.949505,486.01
-918.55475708,-918.53238851,-918.54730089,0.0,-5.099692,0.000195,-916.949412,484.77
-918.53570464,-918.51342236,-918.52827722,0.0,-5.106496,0.000407,-916.949299,483.88
-918.51952974,-918.49773162,-918.5122637,0.0,-5.115833,0.000711,-916.949211,483.37
-918.50646848,-918.48565928,-918.49953208,0.0,-5.127782,0.001108,-916.949049,483.27
-918.4968146,-918.47757389,-918.49040103,0.0,-5.142359,0.001589,-916.948882,483.61
-918.49081284,-918.47373978,-918.48512182,0.0,-5.159511,0.002136,-916.948771,484.38
-918.48860832,-918.47428355,-918.4838334,0.0,-5.179114,0.002721,-916.948599,485.61
-918.4903717,-918.47932608,-918.48668983,0.0,-5.200974,0.00331,-916.948467,487.28
-918.49596564,-918.48863418,-918.49352182,0.0,-5.224824,0.003863,-916.948235,489.39
-918.50560165,-918.50231878,-918.50450736,0.0,-5.25033,0.004335,-916.948089,491.91
-918.51909975,-918.52010199,-918.51943383,0.0,-5.277092,0.004686,-916.947929,494.8
-918.53637809,-918.54181102,-918.53818907,0.0,-5.304649,0.004877,-916.947777,498.04
-918.55721035,-918.56713882,-918.56051984,0.0,-5.332488,0.004881,-916.947595,501.57
-918.58141575,-918.59583314,-918.58622155,0.0,-5.360047,0.004683,-916.947451,505.34
-918.60857348,-918.62740913,-918.61485203,0.0,-5.386729,0.004285,-916.947336,509.27
-918.63822768,-918.66135353,-918.6459363,0.0,-5.411908,0.003708,-916.947275,513.28
-918.66984549,-918.69708277,-918.67892459,0.0,-5.434949,0.002995,-916.947173,517.29
-918.70311851,-918.73428385,-918.71350695,0.0,-5.455214,0.002206,-916.947161,521.22
-918.73746353,-918.77227955,-918.74906887,0.0,-5.47208,0.001419,-916.947082,524.99
-918.77248448,-918.81064321,-918.78520406,0.0,-5.484948,0.000724,-916.947021,528.5
-918.80762949,-918.84881239,-918.82135712,0.0,-5.493262,0.000219,-916.946966,531.69
-918.84237249,-918.88623068,-918.85699188,0.0,-5.496515,2e-06,-916.947004,534.45
-918.87589331,-918.92205958,-918.89128207,0.0,-5.49427,0.000163,-916.94699,536.7
-918.90761069,-918.95570388,-918.92364175,0.0,-5.486168,0.000777,-916.946935,538.36
-918.93721702,-918.98684972,-918.95376125,0.0,-5.471947,0.001892,-916.946899,539.4
-918.96418522,-919.01497284,-918.98111443,0.0,-5.451442,0.003529,-916.94683,539.75
-918.98802603,-919.03959648,-919.00521618,0.0,-5.424596,0.005672,-916.946836,539.38
-919.00829601,-919.06030126,-919.0256311,0.0,-5.39147,0.008267,-916.946786,538.27
